taxon_name_original,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Renanthera bella,BestMatch,9.41215,Exact,0,Renanthera bella,Renanthera bella J.J.Wood,Renanthera bella,4RRMP,Renanthera bella J.J.Wood,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera bella,
Renanthera caloptera,BestMatch,9.41215,Exact,0,Renanthera caloptera,Renanthera caloptera (Rchb.f.) Kocyan & Schuit.,Renanthera caloptera,4RRMR,Renanthera caloptera (Rchb.f.) Kocyan & Schuit.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera caloptera,
Renanthera coccinea,BestMatch,9.41215,Exact,0,Renanthera coccinea,Renanthera coccinea Lour.,Renanthera coccinea,78SMG,Renanthera coccinea Lour.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera coccinea,
Renanthera histrionica,BestMatch,9.41215,Exact,0,Renanthera histrionica,Renanthera histrionica Rchb.f.,Renanthera histrionica,4RRN2,Renanthera histrionica Rchb.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera histrionica,
Renanthera imschootiana,BestMatch,9.41215,Exact,0,Renanthera imschootiana,Renanthera imschootiana Rolfe,Renanthera imschootiana,4RRN4,Renanthera imschootiana Rolfe,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera imschootiana,
Renanthera matutina,BestMatch,9.41215,Exact,0,Renanthera matutina,Renanthera matutina Lindl.,Renanthera matutina,4RRN8,Renanthera matutina Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera matutina,
Renanthera monachica,BestMatch,9.41215,Exact,0,Renanthera monachica,Renanthera monachica Ames,Renanthera monachica,794MG,Renanthera monachica Ames,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera monachica,
Renanthera sp.,BestMatch,8.63917,Exact,0,Renanthera sp.,Renanthera Lour.,Renanthera,8W32W,Renanthera Lour.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera,
Renanthera vietnamensis,BestMatch,9.41215,Exact,0,Renanthera vietnamensis,Renanthera vietnamensis Aver. & R.Rice,Renanthera vietnamensis,4RRNH,Renanthera vietnamensis Aver. & R.Rice,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Renanthera|Renanthera vietnamensis,
Reseda phyteuma,BestMatch,9.41215,Exact,0,Reseda phyteuma,Reseda phyteuma L.,Reseda phyteuma,4RSXP,Reseda phyteuma L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Resedaceae|Resedeae|Reseda|Reseda phyteuma,
Restio festuciformis,BestMatch,9.41215,Exact,0,Restio festuciformis,Restio festuciformis Nees ex Mast.,Restio festuciformis,78SBP,Restio festuciformis Nees ex Mast.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Restionaceae|Restio|Restio festuciformis,
Restrepia flosculata,BestMatch,9.41215,Exact,0,Restrepia flosculata,Restrepia flosculata Luer,Restrepia flosculata,4RTQW,Restrepia flosculata Luer,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepia|Restrepia flosculata,
Restrepia fritillina,BestMatch,9.41215,Exact,0,Restrepia fritillina,Restrepia fritillina Luer & V.N.M.Rao,Restrepia fritillina,4RTQX,Restrepia fritillina Luer & V.N.M.Rao,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepia|Restrepia fritillina,
Restrepia muscifera,BestMatch,9.41215,Exact,0,Restrepia muscifera,Restrepia muscifera (Lindl.) Rchb.f. ex Lindl.,Restrepia muscifera,4RTRB,Restrepia muscifera (Lindl.) Rchb.f. ex Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepia|Restrepia muscifera,
Restrepia roseola,BestMatch,9.41215,Exact,0,Restrepia roseola,Restrepia roseola Luer & R.Escobar,Restrepia roseola,4RTRN,Restrepia roseola Luer & R.Escobar,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepia|Restrepia roseola,
Restrepia trichoglossa,BestMatch,9.41215,Exact,0,Restrepia trichoglossa,Restrepia trichoglossa F.Lehm. ex Sander,Restrepia trichoglossa,6X4BV,Restrepia trichoglossa F.Lehm. ex Sander,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepia|Restrepia trichoglossa,
Restrepiella ophiocephala,BestMatch,9.41215,Exact,0,Restrepiella ophiocephala,Restrepiella ophiocephala (Lindl.) Garay & Dunst.,Restrepiella ophiocephala,4RTS3,Restrepiella ophiocephala (Lindl.) Garay & Dunst.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepiella|Restrepiella ophiocephala,
Restrepiella sp.,BestMatch,8.63917,Exact,0,Restrepiella sp.,Restrepiella Garay & Dunst.,Restrepiella,8W338,Restrepiella Garay & Dunst.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Restrepiella,
Retrophyllum comptonii,BestMatch,9.41215,Exact,0,Retrophyllum comptonii,Retrophyllum comptonii (J.Buchholz) C.N.Page,Retrophyllum comptonii,793XD,Retrophyllum comptonii (J.Buchholz) C.N.Page,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Araucariales|Podocarpaceae|Retrophyllum|Retrophyllum comptonii,
Retrophyllum minor,BestMatch,9.41083,Exact,0,Retrophyllum minor,Retrophyllum minor (Carrière) C.N.Page [orth. error],Retrophyllum minor,null,Retrophyllum minus (Carrière) C.N.Page,false,163,IUCN Red List of Threatened Species,,
Retrophyllum rospigliosii,BestMatch,9.41215,Exact,0,Retrophyllum rospigliosii,Retrophyllum rospigliosii (Pilg.) C.N.Page,Retrophyllum rospigliosii,6WRXC,Retrophyllum rospigliosii (Pilg.) C.N.Page,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Araucariales|Podocarpaceae|Retrophyllum|Retrophyllum rospigliosii,
Reynoutria campanulata,BestMatch,9.41180,Exact,0,Reynoutria campanulata,Reynoutria campanulata (Hook.fil.) Moldenke,Reynoutria campanulata,4RV8T,Koenigia campanulata (Hook.fil.) T.M.Schust. & Reveal,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Persicarieae|Koenigia|Koenigia campanulata,
Rhamnus alaternus,BestMatch,9.41215,Exact,0,Rhamnus alaternus,Rhamnus alaternus L.,Rhamnus alaternus,4RZWK,Rhamnus alaternus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus alaternus,
Rhamnus alpina,BestMatch,9.41180,Exact,0,Rhamnus alpina,Rhamnus alpina Richardson,Rhamnus alpina,4RZWT,Endotropis alnifolia (L'Hér.) Hauenschild,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Endotropis|Endotropis alnifolia,
Rhamnus costata,BestMatch,9.41215,Exact,0,Rhamnus costata,Rhamnus costata Maxim.,Rhamnus costata,4RZZK,Rhamnus costata Maxim.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus costata,
Rhamnus diamantiaca,BestMatch,9.41180,Exact,0,Rhamnus diamantiaca,Rhamnus diamantiaca Nakai,Rhamnus diamantiaca,4S224,Rhamnus rugulosa Hemsl.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus rugulosa,
Rhamnus globosa,BestMatch,9.41215,Exact,0,Rhamnus globosa,Rhamnus globosa Bunge,Rhamnus globosa,4S23C,Rhamnus globosa Bunge,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus globosa,
Rhamnus koraiensis (citriodora?),BestMatch,9.41215,Exact,0,Rhamnus koraiensis (citriodora?),Rhamnus koraiensis C.K.Schneid.,Rhamnus koraiensis,4S25B,Rhamnus koraiensis C.K.Schneid.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus koraiensis,
Rhamnus lycioides,BestMatch,9.41215,Exact,0,Rhamnus lycioides,Rhamnus lycioides L.,Rhamnus lycioides,4S26G,Rhamnus lycioides L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus lycioides,
Rhamnus parvifolia,BestMatch,9.41215,Exact,0,Rhamnus parvifolia,Rhamnus parvifolia Bunge,Rhamnus parvifolia,4S28L,Rhamnus parvifolia Bunge,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus parvifolia,
Rhamnus sp.,BestMatch,8.63917,Exact,0,Rhamnus sp.,Rhamnus L.,Rhamnus,78CD,Rhamnus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus,
Rhamnus utilis,BestMatch,9.41215,Exact,0,Rhamnus utilis,Rhamnus utilis Decne.,Rhamnus utilis,4S2DF,Rhamnus utilis Decne.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus utilis,
Rhamnus yoshinii,BestMatch,9.38898,Fuzzy,1,Rhamnus yoshinii,Rhamnus yoshinoi Makino,Rhamnus yoshinoi,78TX5,Rhamnus yoshinoi Makino,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Rosales|Rhamnaceae|Rhamneae|Rhamnus|Rhamnus yoshinoi,
Rhaphidophora beccarii,BestMatch,9.41215,Exact,0,Rhaphidophora beccarii,Rhaphidophora beccarii (Engl.) Engl.,Rhaphidophora beccarii,4S3WM,Rhaphidophora beccarii (Engl.) Engl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora beccarii,
Rhaphidophora cryptantha,BestMatch,9.41215,Exact,0,Rhaphidophora cryptantha,Rhaphidophora cryptantha P.C.Boyce & C.M.Allen,Rhaphidophora cryptantha,4S3Y5,Rhaphidophora cryptantha P.C.Boyce & C.M.Allen,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora cryptantha,
Rhaphidophora decursiva,BestMatch,9.41215,Exact,0,Rhaphidophora decursiva,Rhaphidophora decursiva (Roxb.) Schott,Rhaphidophora decursiva,4S3YD,Rhaphidophora decursiva (Roxb.) Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora decursiva,
Rhaphidophora foraminifera,BestMatch,9.41215,Exact,0,Rhaphidophora foraminifera,Rhaphidophora foraminifera (Engl.) Engl.,Rhaphidophora foraminifera,4S3Z6,Rhaphidophora foraminifera (Engl.) Engl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora foraminifera,
Rhaphidophora hookeri,BestMatch,9.41215,Exact,0,Rhaphidophora hookeri,Rhaphidophora hookeri Schott,Rhaphidophora hookeri,4S427,Rhaphidophora hookeri Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora hookeri,
Rhaphidophora korthalsii,BestMatch,9.41215,Exact,0,Rhaphidophora korthalsii,Rhaphidophora korthalsii Schott,Rhaphidophora korthalsii,4S42Y,Rhaphidophora korthalsii Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora korthalsii,
Rhaphidophora latevaginata,BestMatch,9.41215,Exact,0,Rhaphidophora latevaginata,Rhaphidophora latevaginata M.Hotta,Rhaphidophora latevaginata,4S43C,Rhaphidophora latevaginata M.Hotta,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora latevaginata,
Rhaphidophora lobbii,BestMatch,9.41215,Exact,0,Rhaphidophora lobbii,Rhaphidophora lobbii Schott,Rhaphidophora lobbii,4S43J,Rhaphidophora lobbii Schott,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora lobbii,
Rhaphidophora megasperma,BestMatch,9.41215,Exact,0,Rhaphidophora megasperma,Rhaphidophora megasperma Engl.,Rhaphidophora megasperma,4S447,Rhaphidophora megasperma Engl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora megasperma,
Rhaphidophora minor,BestMatch,9.41215,Exact,0,Rhaphidophora minor,Rhaphidophora minor Hook.f.,Rhaphidophora minor,6X5YR,Rhaphidophora minor Hook.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora minor,
Rhaphidophora nicolsonii,BestMatch,9.41215,Exact,0,Rhaphidophora nicolsonii,Rhaphidophora nicolsonii P.C.Boyce,Rhaphidophora nicolsonii,6WTYR,Rhaphidophora nicolsonii P.C.Boyce,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora nicolsonii,
Rhaphidophora pteropoda,BestMatch,9.41180,Exact,0,Rhaphidophora pteropoda,Rhaphidophora pteropoda (Teijsm. & Binn.) Engl.,Rhaphidophora pteropoda,4S466,Rhaphidophora angustata Schott,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora angustata,
Rhaphidophora sp.,BestMatch,8.63917,Exact,0,Rhaphidophora sp.,"Rhaphidophora Serville, 1838",Rhaphidophora,8NYN4,"Rhaphidophora Serville, 1838",false,1,Catalogue of Life,Eukaryota|Animalia|Arthropoda|Hexapoda|Insecta|Orthoptera|Ensifera|Tettigoniidea|Rhaphidophoroidea|Rhaphidophoridae|Rhaphidophorinae|Rhaphidophorini|Rhaphidophora,
Rhaphidophora stenophylla,BestMatch,9.41215,Exact,0,Rhaphidophora stenophylla,Rhaphidophora stenophylla K.Krause,Rhaphidophora stenophylla,4S477,Rhaphidophora stenophylla K.Krause,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora stenophylla,
Rhaphidophora tenuis,BestMatch,9.41215,Exact,0,Rhaphidophora tenuis,Rhaphidophora tenuis Engl.,Rhaphidophora tenuis,4S47L,Rhaphidophora tenuis Engl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora tenuis,
Rhaphidophora tetrasperma,BestMatch,9.41215,Exact,0,Rhaphidophora tetrasperma,Rhaphidophora tetrasperma Hook.f.,Rhaphidophora tetrasperma,4S47R,Rhaphidophora tetrasperma Hook.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Alismatales|Araceae|Rhaphidophora|Rhaphidophora tetrasperma,
Rhapidophyllum hystrix,BestMatch,9.41215,Exact,0,Rhapidophyllum hystrix,Rhapidophyllum hystrix (Fraser ex Thouin) H.Wendl. & Drude,Rhapidophyllum hystrix,78TXZ,Rhapidophyllum hystrix (Fraser ex Thouin) H.Wendl. & Drude,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapidophyllum|Rhapidophyllum hystrix,
Rhapis excelsa,BestMatch,9.41215,Exact,0,Rhapis excelsa,Rhapis excelsa (Thunb.) A.Henry,Rhapis excelsa,6WTJX,Rhapis excelsa (Thunb.) A.Henry,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis excelsa,
Rhapis gracilis,BestMatch,9.41215,Exact,0,Rhapis gracilis,Rhapis gracilis Burret,Rhapis gracilis,6X5K9,Rhapis gracilis Burret,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis gracilis,
Rhapis humilis,BestMatch,9.41215,Exact,0,Rhapis humilis,Rhapis humilis Blume,Rhapis humilis,78TK9,Rhapis humilis Blume,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis humilis,
Rhapis laosensis,BestMatch,9.41215,Exact,0,Rhapis laosensis,Rhapis laosensis Becc.,Rhapis laosensis,6WTK8,Rhapis laosensis Becc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis laosensis,
Rhapis multifida,BestMatch,9.41180,Exact,0,Rhapis multifida,Rhapis multifida Burret,Rhapis multifida,4S5B3,Rhapis humilis Blume,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis humilis,
Rhapis robusta,BestMatch,9.41215,Exact,0,Rhapis robusta,Rhapis robusta Burret,Rhapis robusta,4S5B5,Rhapis robusta Burret,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis robusta,
Rhapis subtilis,BestMatch,9.41215,Exact,0,Rhapis subtilis,Rhapis subtilis Becc.,Rhapis subtilis,4S5B8,Rhapis subtilis Becc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Arecales|Arecaceae|Rhapis|Rhapis subtilis,
Rhaponticum scariosum,BestMatch,9.41215,Exact,0,Rhaponticum scariosum,Rhaponticum scariosum Lam.,Rhaponticum scariosum,6WTKD,Rhaponticum scariosum Lam.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Rhaponticum|Rhaponticum scariosum,
Rhaponticum uniflorum,BestMatch,9.41215,Exact,0,Rhaponticum uniflorum,Rhaponticum uniflorum (L.) DC.,Rhaponticum uniflorum,78TKD,Rhaponticum uniflorum (L.) DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Centaureinae|Rhaponticum|Rhaponticum uniflorum,
Rhazya orientalis,BestMatch,9.41180,Exact,0,Rhazya orientalis,Rhazya orientalis (Decne.) A.DC.,Rhazya orientalis,795KN,Amsonia orientalis Decne.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Amsonieae|Amsonia|Amsonia orientalis,
Rheum alexandrae,BestMatch,9.41215,Exact,0,Rheum alexandrae,Rheum alexandrae Batalin,Rheum alexandrae,4S69T,Rheum alexandrae Batalin,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum|Rheum alexandrae,
Rheum cordatum,BestMatch,9.41215,Exact,0,Rheum cordatum,Rheum cordatum Losinsk.,Rheum cordatum,6WTJL,Rheum cordatum Losinsk.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum|Rheum cordatum,
Rheum palmatum,BestMatch,9.41215,Exact,0,Rheum palmatum,Rheum palmatum L.,Rheum palmatum,4S6BL,Rheum palmatum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum|Rheum palmatum,
Rheum sp.,BestMatch,8.63917,Exact,0,Rheum sp.,Rheum L.,Rheum,78JQ,Rheum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum,
Rheum tanguticum,BestMatch,9.41215,Exact,0,Rheum tanguticum,Rheum tanguticum Maxim. ex Balf.,Rheum tanguticum,795K2,Rheum tanguticum Maxim. ex Balf.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum|Rheum tanguticum,
Rheum undulatum,BestMatch,9.41180,Exact,0,Rheum undulatum,Rheum undulatum L.,Rheum undulatum,4S6CK,Rheum × rhabarbarum L.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Polygonoideae|Rumiceae|Rheum|Rheum rhabarbarum,
Rhigozum obovatum,BestMatch,9.41215,Exact,0,Rhigozum obovatum,Rhigozum obovatum Burch.,Rhigozum obovatum,4S6XX,Rhigozum obovatum Burch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Lamiales|Bignoniaceae|Delostomateae|Rhigozum|Rhigozum obovatum,
Rhipidoglossum ruttilum,BestMatch,9.41074,Exact,0,Rhipidoglossum ruttilum,Rhipidoglossum ruttilum Schltr.,Rhipidoglossum ruttilum,sf_532438,Rhipidoglossum ruttilum Schltr.,false,170,Arctos,Plantae|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Rhipidoglossum|Rhipidoglossum ruttilum|Rhipidoglossum ruttilum,
Rhipidoglossum xanthopollinium,BestMatch,9.41215,Exact,0,Rhipidoglossum xanthopollinium,Rhipidoglossum xanthopollinium (Rchb.f.) Schltr.,Rhipidoglossum xanthopollinium,4SB65,Rhipidoglossum xanthopollinium (Rchb.f.) Schltr.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Rhipidoglossum|Rhipidoglossum xanthopollinium,
Rhipsalis baccifera,BestMatch,9.41215,Exact,0,Rhipsalis baccifera,Rhipsalis baccifera (J.S.Muell.) Stearn,Rhipsalis baccifera,78SZS,Rhipsalis baccifera (J.S.Muell.) Stearn,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Rhipsalideae|Rhipsalis|Rhipsalis baccifera,
Rhipsalis casutta,BestMatch,8.63917,PartialExact,0,Rhipsalis casutta,Rhipsalis Gaertn.,Rhipsalis,78VX,Rhipsalis Gaertn.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Rhipsalideae|Rhipsalis,
Rhipsalis cereuscula,BestMatch,9.41215,Exact,0,Rhipsalis cereuscula,Rhipsalis cereuscula Haw.,Rhipsalis cereuscula,9YFCS,Rhipsalis cereuscula Haw.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Rhipsalideae|Rhipsalis|Rhipsalis cereuscula,
Rhipsalis elliptica,BestMatch,9.41215,Exact,0,Rhipsalis elliptica,Rhipsalis elliptica G.Lindb. ex K.Schum.,Rhipsalis elliptica,4SBFH,Rhipsalis elliptica G.Lindb. ex K.Schum.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Rhipsalideae|Rhipsalis|Rhipsalis elliptica,
